Latitude,Longitude,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
44.744444,44.203056,51,Moderate,1,Good,36,Good,0,Good,51,Moderate
-5.25,-44.5,41,Good,1,Good,5,Good,1,Good,41,Good
-26.081944,-53.564167000000005,41,Good,1,Good,5,Good,1,Good,41,Good
-18.9,-50.5,41,Good,1,Good,5,Good,1,Good,41,Good
37.15,15.183333,66,Moderate,1,Good,39,Good,2,Good,66,Moderate
53.020284,20.882391,34,Good,1,Good,34,Good,0,Good,20,Good
,,22,Good,0,Good,22,Good,0,Good,6,Good
26.9294444,-82.0455556,54,Moderate,1,Good,14,Good,11,Good,54,Moderate
49.283333,6.883333,62,Moderate,1,Good,35,Good,3,Good,62,Moderate
51.083333,4.283333,64,Moderate,1,Good,29,Good,7,Good,64,Moderate
44.048611,43.059444,54,Moderate,1,Good,41,Good,1,Good,54,Moderate
30.183055600000003,31.2052778,142,Unhealthy for Sensitive Groups,3,Good,89,Moderate,9,Good,142,Unhealthy for Sensitive Groups
21.95,108.616667,68,Moderate,2,Good,68,Moderate,1,Good,58,Moderate
52.383776,6.280611,41,Good,1,Good,24,Good,6,Good,41,Good
30.033333,77.15,158,Unhealthy,3,Good,139,Unhealthy for Sensitive Groups,1,Good,158,Unhealthy
29.701667,77.28805600000001,158,Unhealthy,3,Good,139,Unhealthy for Sensitive Groups,1,Good,158,Unhealthy
32.023175,72.432322,158,Unhealthy,1,Good,50,Good,1,Good,158,Unhealthy
27.183333,67.95,158,Unhealthy,1,Good,50,Good,1,Good,158,Unhealthy
41.6383333,22.4647222,83,Moderate,1,Good,46,Good,0,Good,83,Moderate
50.383333,3.483333,59,Moderate,1,Good,30,Good,4,Good,59,Moderate
25.033333,85.416667,154,Unhealthy,3,Good,100,Unhealthy for Sensitive Groups,2,Good,154,Unhealthy
37.383333,14.7,55,Moderate,1,Good,47,Good,0,Good,55,Moderate
33.4483333,-112.0733333,72,Moderate,1,Good,4,Good,23,Good,72,Moderate
33.3658333,-83.2777778,72,Moderate,1,Good,4,Good,23,Good,72,Moderate
41.6111111,-87.63472220000001,72,Moderate,1,Good,4,Good,23,Good,72,Moderate
29.6458333,-89.9397222,72,Moderate,1,Good,4,Good,23,Good,72,Moderate
39.5163889,-76.6163889,72,Moderate,1,Good,4,Good,23,Good,72,Moderate
47.3888889,-88.2775,72,Moderate,1,Good,4,Good,23,Good,72,Moderate
32.5811111,-90.5627778,72,Moderate,1,Good,4,Good,23,Good,72,Moderate
40.4777778,-74.3133333,72,Moderate,1,Good,4,Good,23,Good,72,Moderate
43.23111110000001,-76.30111109999999,72,Moderate,1,Good,4,Good,23,Good,72,Moderate
34.2933333,-78.0586111,72,Moderate,1,Good,4,Good,23,Good,72,Moderate
42.2755556,-122.8169444,72,Moderate,1,Good,4,Good,23,Good,72,Moderate
34.0772222,-82.11111109999999,72,Moderate,1,Good,4,Good,23,Good,72,Moderate
29.3816667,-98.54138890000002,72,Moderate,1,Good,4,Good,23,Good,72,Moderate
20.466667,84.233333,161,Unhealthy,2,Good,71,Moderate,0,Good,161,Unhealthy
52.774498,19.282374,28,Good,1,Good,28,Good,2,Good,28,Good
51.4,23.00872,28,Good,1,Good,28,Good,2,Good,28,Good
50.42069,20.266667,28,Good,1,Good,28,Good,2,Good,28,Good
51.822171,21.195831,28,Good,1,Good,28,Good,2,Good,28,Good
53.803187,18.776184,28,Good,1,Good,28,Good,2,Good,28,Good
50.534084,19.530831,28,Good,1,Good,28,Good,2,Good,28,Good
50.537056,21.564392,28,Good,1,Good,28,Good,2,Good,28,Good
52.170195,18.637174,28,Good,1,Good,28,Good,2,Good,28,Good
52.908695,14.654227,28,Good,1,Good,28,Good,2,Good,28,Good
20.8,73.583333,118,Unhealthy for Sensitive Groups,2,Good,30,Good,2,Good,118,Unhealthy for Sensitive Groups
18.616667,73.8,118,Unhealthy for Sensitive Groups,2,Good,30,Good,2,Good,118,Unhealthy for Sensitive Groups
-10.733333,-40.35,33,Good,0,Good,10,Good,1,Good,33,Good
30.091667,118.720833,150,Unhealthy,3,Good,95,Moderate,6,Good,150,Unhealthy
21.933333,108.733333,150,Unhealthy,3,Good,95,Moderate,6,Good,150,Unhealthy
36.283056,116.445278,150,Unhealthy,3,Good,95,Moderate,6,Good,150,Unhealthy
-22.516667,-43.983333,154,Unhealthy,5,Good,0,Good,13,Good,154,Unhealthy
-27.416667,-49.1,154,Unhealthy,5,Good,0,Good,13,Good,154,Unhealthy
9.866667,76.5,81,Moderate,1,Good,24,Good,1,Good,81,Moderate
3.491389,-75.14361099999999,67,Moderate,1,Good,16,Good,2,Good,67,Moderate
9.790289,-74.782442,67,Moderate,1,Good,16,Good,2,Good,67,Moderate
43.916667,23.066667,62,Moderate,1,Good,37,Good,1,Good,62,Moderate
44.483333,24.083333,62,Moderate,1,Good,37,Good,1,Good,62,Moderate
45.316667,26.133333,62,Moderate,1,Good,37,Good,1,Good,62,Moderate
56.442222,60.187778,31,Good,1,Good,31,Good,0,Good,17,Good
46.908792,6.35917,56,Moderate,1,Good,35,Good,0,Good,56,Moderate
40.8808333,-88.6297222,77,Moderate,2,Good,22,Good,15,Good,77,Moderate
39.5902778,-87.1186111,77,Moderate,2,Good,22,Good,15,Good,77,Moderate
37.8175,-96.7158333,77,Moderate,2,Good,22,Good,15,Good,77,Moderate
42.6388889,-83.2911111,77,Moderate,2,Good,22,Good,15,Good,77,Moderate
36.515555600000006,-92.6036111,77,Moderate,2,Good,22,Good,15,Good,77,Moderate
42.6238889,-78.9694444,77,Moderate,2,Good,22,Good,15,Good,77,Moderate
41.1888889,-82.725,77,Moderate,2,Good,22,Good,15,Good,77,Moderate
41.73111110000001,-71.47916670000001,77,Moderate,2,Good,22,Good,15,Good,77,Moderate
34.1283333,-80.855,77,Moderate,2,Good,22,Good,15,Good,77,Moderate
-0.033333,109.333333,44,Good,1,Good,15,Good,0,Good,44,Good
-22.716667,-51.4,30,Good,1,Good,9,Good,2,Good,30,Good
61.483333,21.783333,30,Good,1,Good,30,Good,1,Good,15,Good
-33.917988,25.570066,79,Moderate,3,Good,18,Good,5,Good,79,Moderate
29.991111100000005,-93.9583333,34,Good,1,Good,19,Good,7,Good,34,Good
51.6,-3.783333,51,Moderate,1,Good,20,Good,5,Good,51,Moderate
34.186111100000005,-103.3338889,77,Moderate,1,Good,34,Good,0,Good,77,Moderate
47.71805560000001,-116.9505556,61,Moderate,1,Good,32,Good,3,Good,61,Moderate
-4.323333,-59.68833299999999,32,Good,1,Good,7,Good,2,Good,32,Good
-12.833333,-39.133333,32,Good,1,Good,7,Good,2,Good,32,Good
-20.016667,-41.133333,32,Good,1,Good,7,Good,2,Good,32,Good
-20.783333,-55.36666700000001,32,Good,1,Good,7,Good,2,Good,32,Good
-11.733333,-57.316667,32,Good,1,Good,7,Good,2,Good,32,Good
-22.216667,-45.933333000000005,32,Good,1,Good,7,Good,2,Good,32,Good
-25.116667,-53.016667000000005,32,Good,1,Good,7,Good,2,Good,32,Good
-23.2589,-46.2406,32,Good,1,Good,7,Good,2,Good,32,Good
41.165278,121.366667,64,Moderate,3,Good,64,Moderate,4,Good,64,Moderate
44.5558,135.5674,29,Good,0,Good,29,Good,0,Good,25,Good
-5.25,38.8333333,51,Moderate,1,Good,23,Good,0,Good,51,Moderate
-6.8,39.2833333,51,Moderate,1,Good,23,Good,0,Good,51,Moderate
26.166667,85.9,247,Very Unhealthy,3,Good,162,Unhealthy,1,Good,247,Very Unhealthy
32.3508333,-87.6419444,45,Good,1,Good,32,Good,7,Good,45,Good
35.1141667,-94.2263889,45,Good,1,Good,32,Good,7,Good,45,Good
39.6486111,-121.8711111,45,Good,1,Good,32,Good,7,Good,45,Good
42.1130556,-111.9927778,45,Good,1,Good,32,Good,7,Good,45,Good
41.3847222,-88.7941667,45,Good,1,Good,32,Good,7,Good,45,Good
40.3741667,-86.76888890000001,45,Good,1,Good,32,Good,7,Good,45,Good
42.2613889,-94.0683333,45,Good,1,Good,32,Good,7,Good,45,Good
39.1127778,-84.47277779999999,45,Good,1,Good,32,Good,7,Good,45,Good
39.2391667,-76.9869444,45,Good,1,Good,32,Good,7,Good,45,Good
41.7983333,-86.4394444,45,Good,1,Good,32,Good,7,Good,45,Good
45.2438889,-93.5147222,45,Good,1,Good,32,Good,7,Good,45,Good
38.4852778,-94.1936111,45,Good,1,Good,32,Good,7,Good,45,Good
47.8658333,-114.2780556,45,Good,1,Good,32,Good,7,Good,45,Good
39.2372222,-119.59194440000002,45,Good,1,Good,32,Good,7,Good,45,Good
40.3725,-74.5105556,45,Good,1,Good,32,Good,7,Good,45,Good
32.7313889,-104.3847222,45,Good,1,Good,32,Good,7,Good,45,Good
42.4169444,-78.9772222,45,Good,1,Good,32,Good,7,Good,45,Good
39.7588889,-84.1916667,45,Good,1,Good,32,Good,7,Good,45,Good
45.2208333,-123.075,45,Good,1,Good,32,Good,7,Good,45,Good
40.8802778,-79.2422222,45,Good,1,Good,32,Good,7,Good,45,Good
35.493888899999995,-85.0125,45,Good,1,Good,32,Good,7,Good,45,Good
30.0463889,-94.885,45,Good,1,Good,32,Good,7,Good,45,Good
38.4147222,-78.93888890000001,45,Good,1,Good,32,Good,7,Good,45,Good
46.3238889,-117.9713889,45,Good,1,Good,32,Good,7,Good,45,Good
39.3127778,-79.5875,45,Good,1,Good,32,Good,7,Good,45,Good
42.8269444,-89.5130556,45,Good,1,Good,32,Good,7,Good,45,Good
44.8752778,-107.2616667,45,Good,1,Good,32,Good,7,Good,45,Good
50.983333,3.5333330000000003,36,Good,1,Good,25,Good,3,Good,36,Good
31.0883333,31.596944399999995,81,Moderate,2,Good,81,Moderate,4,Good,56,Moderate
18.4333333,-73.45,124,Unhealthy for Sensitive Groups,2,Good,15,Good,5,Good,124,Unhealthy for Sensitive Groups
18.5447222,-72.30277779999999,124,Unhealthy for Sensitive Groups,2,Good,15,Good,5,Good,124,Unhealthy for Sensitive Groups
18.2833333,-73.66666670000001,124,Unhealthy for Sensitive Groups,2,Good,15,Good,5,Good,124,Unhealthy for Sensitive Groups
18.25,-72.3833333,124,Unhealthy for Sensitive Groups,2,Good,15,Good,5,Good,124,Unhealthy for Sensitive Groups
40.1152778,-86.09861109999999,72,Moderate,1,Good,26,Good,2,Good,72,Moderate
32.2686111,-107.7580556,72,Moderate,1,Good,26,Good,2,Good,72,Moderate
48.8258333,-122.2147222,72,Moderate,1,Good,26,Good,2,Good,72,Moderate
54.566667,-1.666667,55,Moderate,0,Good,32,Good,1,Good,55,Moderate
50.783333,0.0666669999999999,55,Moderate,0,Good,32,Good,1,Good,55,Moderate
51.166667,1.166667,55,Moderate,0,Good,32,Good,1,Good,55,Moderate
52.86666700000001,-0.7,55,Moderate,0,Good,32,Good,1,Good,55,Moderate
52.2,-0.766667,55,Moderate,0,Good,32,Good,1,Good,55,Moderate
54.966667,-2.583333,55,Moderate,0,Good,32,Good,1,Good,55,Moderate
53.933333,-1.7833330000000005,55,Moderate,0,Good,32,Good,1,Good,55,Moderate
53.45,-2.116667,55,Moderate,0,Good,32,Good,1,Good,55,Moderate
30.3933333,-86.4958333,31,Good,0,Good,31,Good,0,Good,25,Good
29.475268,67.65134599999999,157,Unhealthy,1,Good,89,Moderate,0,Good,157,Unhealthy
32.75,73.8,157,Unhealthy,1,Good,89,Moderate,0,Good,157,Unhealthy
18.933333,79.1,60,Moderate,1,Good,31,Good,1,Good,60,Moderate
12.133333,78.166667,60,Moderate,1,Good,31,Good,1,Good,60,Moderate
25.15579,69.111294,153,Unhealthy,1,Good,40,Good,0,Good,153,Unhealthy
2.4,42.9833333,22,Good,0,Good,19,Good,0,Good,22,Good
8.5883,123.3409,30,Good,1,Good,17,Good,0,Good,30,Good
56.625,23.2786111,44,Good,1,Good,34,Good,0,Good,44,Good
42.9097222,-85.7630556,47,Good,1,Good,37,Good,4,Good,47,Good
51.758614,5.739412000000001,37,Good,0,Good,32,Good,2,Good,37,Good
31.8541667,-110.9930556,44,Good,1,Good,14,Good,8,Good,44,Good
34.6216667,-118.4130556,44,Good,1,Good,14,Good,8,Good,44,Good
39.7013889,-75.6908333,44,Good,1,Good,14,Good,8,Good,44,Good
40.4075,-89.64277779999999,44,Good,1,Good,14,Good,8,Good,44,Good
39.60611110000001,-86.14,44,Good,1,Good,14,Good,8,Good,44,Good
39.3091667,-77.2975,44,Good,1,Good,14,Good,8,Good,44,Good
44.5269444,-95.7569444,44,Good,1,Good,14,Good,8,Good,44,Good
36.4086111,-81.70361109999999,44,Good,1,Good,14,Good,8,Good,44,Good
40.425,-82.5783333,44,Good,1,Good,14,Good,8,Good,44,Good
41.0613889,-79.04138890000002,44,Good,1,Good,14,Good,8,Good,44,Good
34.1258333,-80.7102778,44,Good,1,Good,14,Good,8,Good,44,Good
44.0355556,-103.1108333,44,Good,1,Good,14,Good,8,Good,44,Good
35.7125,-84.00277779999999,44,Good,1,Good,14,Good,8,Good,44,Good
33.3133333,-97.0638889,44,Good,1,Good,14,Good,8,Good,44,Good
38.855,-77.08888890000001,44,Good,1,Good,14,Good,8,Good,44,Good
37.311111100000005,-81.1394444,44,Good,1,Good,14,Good,8,Good,44,Good
44.79555560000001,-88.27027779999999,44,Good,1,Good,14,Good,8,Good,44,Good
38.373611100000005,-121.585,58,Moderate,2,Good,14,Good,24,Good,58,Moderate
38.6297222,-88.6977778,58,Moderate,2,Good,14,Good,24,Good,58,Moderate
39.1125,-84.8641667,58,Moderate,2,Good,14,Good,24,Good,58,Moderate
38.1058333,-84.5255556,58,Moderate,2,Good,14,Good,24,Good,58,Moderate
30.506944399999995,-91.1152778,58,Moderate,2,Good,14,Good,24,Good,58,Moderate
42.3069444,-71.7958333,58,Moderate,2,Good,14,Good,24,Good,58,Moderate
38.6952778,-90.3130556,58,Moderate,2,Good,14,Good,24,Good,58,Moderate
42.2072222,-73.8475,58,Moderate,2,Good,14,Good,24,Good,58,Moderate
39.5419444,-82.2755556,58,Moderate,2,Good,14,Good,24,Good,58,Moderate
40.8052778,-79.38722220000001,58,Moderate,2,Good,14,Good,24,Good,58,Moderate
37.6138889,-77.4969444,58,Moderate,2,Good,14,Good,24,Good,58,Moderate
38.29555560000001,-81.15361109999999,58,Moderate,2,Good,14,Good,24,Good,58,Moderate
42.9405556,-87.9958333,58,Moderate,2,Good,14,Good,24,Good,58,Moderate
53.483333,18.774123,37,Good,0,Good,33,Good,0,Good,37,Good
-0.65,-73.3,89,Moderate,3,Good,3,Good,6,Good,89,Moderate
7.966667,-74.8,89,Moderate,3,Good,3,Good,6,Good,89,Moderate
-0.113778,-72.26124399999999,89,Moderate,3,Good,3,Good,6,Good,89,Moderate
9.95,-73.966667,89,Moderate,3,Good,3,Good,6,Good,89,Moderate
4.030782,-74.970097,89,Moderate,3,Good,3,Good,6,Good,89,Moderate
10.031553,-74.97612099999999,89,Moderate,3,Good,3,Good,6,Good,89,Moderate
9.15,-74.2,89,Moderate,3,Good,3,Good,6,Good,89,Moderate
42.183333000000005,14.216667,52,Moderate,2,Good,38,Good,7,Good,52,Moderate
10.9333333,15.5333333,59,Moderate,2,Good,16,Good,0,Good,59,Moderate
51.216667,-0.566667,51,Moderate,1,Good,25,Good,6,Good,51,Moderate
15.716667,121.016667,66,Moderate,1,Good,26,Good,1,Good,66,Moderate
16.066667000000002,120.666667,66,Moderate,1,Good,26,Good,1,Good,66,Moderate
48.0242,39.8737,38,Good,1,Good,38,Good,0,Good,13,Good
39.5491667,-76.0919444,34,Good,1,Good,30,Good,7,Good,34,Good
39.2183333,-75.52638890000001,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
32.425,-81.8191667,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
39.61555560000001,-86.5219444,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
38.1777778,-85.78138890000001,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
30.5472222,-91.9172222,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
38.9322222,-76.5711111,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
44.5225,-93.2858333,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
38.7713889,-90.3708333,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
35.468611100000004,-83.0041667,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
39.2661111,-84.3630556,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
45.5166667,-122.5227778,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
40.4133333,-79.9394444,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
38.186111100000005,-77.2294444,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
47.5511111,-122.1902778,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
38.8613889,-79.86,88,Moderate,2,Good,11,Good,20,Good,88,Moderate
49.505556,8.603611,54,Moderate,1,Good,31,Good,3,Good,54,Moderate
49.883333,7.85,54,Moderate,1,Good,31,Good,3,Good,54,Moderate
51.316667,6.966667,44,Good,1,Good,28,Good,3,Good,44,Good
51.75,-0.466667,51,Moderate,1,Good,26,Good,6,Good,51,Moderate
34.5891667,-90.975,67,Moderate,2,Good,15,Good,23,Good,67,Moderate
38.3272222,-121.3222222,67,Moderate,2,Good,15,Good,23,Good,67,Moderate
36.796111100000005,-88.50277779999999,67,Moderate,2,Good,15,Good,23,Good,67,Moderate
40.7683333,-73.5255556,67,Moderate,2,Good,15,Good,23,Good,67,Moderate
41.2930556,-84.7619444,67,Moderate,2,Good,15,Good,23,Good,67,Moderate
40.5372222,-79.45222220000001,67,Moderate,2,Good,15,Good,23,Good,67,Moderate
35.637222200000004,-88.8225,67,Moderate,2,Good,15,Good,23,Good,67,Moderate
37.1930556,-81.135,67,Moderate,2,Good,15,Good,23,Good,67,Moderate
-4.416667,-40.416667,42,Good,1,Good,5,Good,2,Good,42,Good
-16.966667,-49.233333,42,Good,1,Good,5,Good,2,Good,42,Good
25.35,82.466667,189,Unhealthy,2,Good,99,Moderate,1,Good,189,Unhealthy
50.75,8.216667,49,Good,1,Good,25,Good,3,Good,49,Good
30.29365,120.161419,203,Very Unhealthy,5,Good,203,Very Unhealthy,5,Good,151,Unhealthy
30.065175,102.195269,203,Very Unhealthy,5,Good,203,Very Unhealthy,5,Good,151,Unhealthy
54.8,9.383333,35,Good,0,Good,32,Good,0,Good,35,Good
36.2297222,-93.1075,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
28.9758333,-82.4069444,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
32.826111100000006,-82.72527779999999,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
47.45444439999999,-116.7844444,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
37.7966667,-89.33694440000001,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
39.528611100000006,-87.42222220000001,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
41.2872222,-94.185,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
44.1102778,-70.6797222,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
44.0191667,-84.7994444,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
45.7008333,-111.78555559999998,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
42.6872222,-103.8822222,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
40.7463889,-74.1566667,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
40.9688889,-73.7130556,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
39.2619444,-84.82,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
35.42,-94.8672222,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
41.9161111,-77.705,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
43.4297222,-98.5269444,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
35.1136111,-85.1380556,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
31.5225,-96.9986111,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
38.5127778,-80.95361109999999,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
45.4775,-89.5066667,90,Moderate,1,Good,25,Good,2,Good,90,Moderate
12.066667,78.5,67,Moderate,1,Good,26,Good,1,Good,67,Moderate
52.233333,7.933333,36,Good,0,Good,34,Good,1,Good,36,Good
50.608263,2.991429,48,Good,1,Good,28,Good,4,Good,48,Good
41.9,-71.0902778,41,Good,1,Good,28,Good,10,Good,41,Good
44.5936111,-96.0655556,41,Good,1,Good,28,Good,10,Good,41,Good
43.03055560000001,-76.2091667,41,Good,1,Good,28,Good,10,Good,41,Good
-37.686111,176.166667,19,Good,0,Good,19,Good,1,Good,17,Good
33.919683,8.133519999999999,73,Moderate,1,Good,43,Good,0,Good,73,Moderate
11.3,106.1,45,Good,0,Good,18,Good,1,Good,45,Good
,,170,Unhealthy,1,Good,43,Good,0,Good,170,Unhealthy
41.25,14.066667,47,Good,1,Good,47,Good,1,Good,36,Good
18.616667,84.233333,155,Unhealthy,3,Good,82,Moderate,1,Good,155,Unhealthy
-22.516667,-52.166667,46,Good,1,Good,9,Good,1,Good,46,Good
21.495833,-101.167222,172,Unhealthy,5,Good,2,Good,11,Good,172,Unhealthy
18.966667,-97.9,172,Unhealthy,5,Good,2,Good,11,Good,172,Unhealthy
20.883333,-103.833333,64,Moderate,1,Good,15,Good,2,Good,64,Moderate
18.733333,-97.066667,64,Moderate,1,Good,15,Good,2,Good,64,Moderate
42.65,13.7,44,Good,1,Good,44,Good,1,Good,38,Good
21.592778,105.844167,150,Unhealthy,3,Good,150,Unhealthy,1,Good,105,Unhealthy for Sensitive Groups
30.734540000000003,119.526518,142,Unhealthy for Sensitive Groups,4,Good,113,Unhealthy for Sensitive Groups,9,Good,142,Unhealthy for Sensitive Groups
39.142222,117.176667,142,Unhealthy for Sensitive Groups,4,Good,113,Unhealthy for Sensitive Groups,9,Good,142,Unhealthy for Sensitive Groups
22.451458,112.919327,142,Unhealthy for Sensitive Groups,4,Good,113,Unhealthy for Sensitive Groups,9,Good,142,Unhealthy for Sensitive Groups
0.666667,127.433333,21,Good,0,Good,13,Good,0,Good,21,Good
3.6035,125.5045,21,Good,0,Good,13,Good,0,Good,21,Good
45.749444,21.227222,47,Good,1,Good,42,Good,0,Good,47,Good
37.15964,9.760601,48,Good,1,Good,48,Good,1,Good,29,Good
10.714348,123.516202,54,Moderate,1,Good,20,Good,0,Good,54,Moderate
35.786389,139.467778,60,Moderate,1,Good,44,Good,3,Good,60,Moderate
32.429722,-115.081111,166,Unhealthy,4,Good,8,Good,19,Good,166,Unhealthy
18.958333,-91.266667,166,Unhealthy,4,Good,8,Good,19,Good,166,Unhealthy
15.016667000000002,-92.233333,166,Unhealthy,4,Good,8,Good,19,Good,166,Unhealthy
19.288333,-99.667222,166,Unhealthy,4,Good,8,Good,19,Good,166,Unhealthy
-7.766667,-34.9,27,Good,0,Good,23,Good,1,Good,27,Good
-15.65,-40.05,23,Good,1,Good,7,Good,1,Good,23,Good
-18.416667,-49.216667,31,Good,1,Good,13,Good,0,Good,31,Good
18.85,-97.066667,88,Moderate,3,Good,13,Good,9,Good,88,Moderate
13.744722199999998,-89.6730556,90,Moderate,2,Good,22,Good,9,Good,90,Moderate
-7.2,35.7333333,28,Good,1,Good,15,Good,0,Good,28,Good
42.569554,47.864471,51,Moderate,1,Good,38,Good,0,Good,51,Moderate
23.166667,79.95,170,Unhealthy,1,Good,38,Good,0,Good,170,Unhealthy
-13.533333,-39.966667,22,Good,0,Good,9,Good,1,Good,22,Good
25.216667,84.983333,168,Unhealthy,4,Good,168,Unhealthy,1,Good,156,Unhealthy
28.633333,79.716667,168,Unhealthy,4,Good,168,Unhealthy,1,Good,156,Unhealthy
42.4833333,26.5,40,Good,1,Good,40,Good,0,Good,32,Good
50.564923,22.319817,47,Good,1,Good,27,Good,2,Good,47,Good
54.4,20.083333,47,Good,1,Good,27,Good,2,Good,47,Good
51.97076,17.498773,47,Good,1,Good,27,Good,2,Good,47,Good
7.951667,125.293056,59,Moderate,1,Good,32,Good,0,Good,59,Moderate
14.283333,121.416667,59,Moderate,1,Good,32,Good,0,Good,59,Moderate
8.654167,124.755556,59,Moderate,1,Good,32,Good,0,Good,59,Moderate
7.866667,4.383333,133,Unhealthy for Sensitive Groups,4,Good,23,Good,3,Good,133,Unhealthy for Sensitive Groups
7.833333,4.483333,133,Unhealthy for Sensitive Groups,4,Good,23,Good,3,Good,133,Unhealthy for Sensitive Groups
61.166667,28.766667,29,Good,1,Good,29,Good,1,Good,7,Good
-26.8922,-49.2239,73,Moderate,2,Good,2,Good,8,Good,73,Moderate
14.195278,120.876944,50,Good,0,Good,24,Good,0,Good,50,Good
-14.166667000000002,-40.016667,25,Good,0,Good,9,Good,1,Good,25,Good
7.966667,3.6,90,Moderate,3,Good,18,Good,2,Good,90,Moderate
18.366667,-90.416667,81,Moderate,2,Good,26,Good,3,Good,81,Moderate
20.5,-102.333333,81,Moderate,2,Good,26,Good,3,Good,81,Moderate
18.6,-96.15,81,Moderate,2,Good,26,Good,3,Good,81,Moderate
-3.966667,-38.516667,29,Good,0,Good,20,Good,1,Good,29,Good
-15.25,-40.616667,21,Good,0,Good,8,Good,1,Good,21,Good
-18.5,-43.3,21,Good,0,Good,8,Good,1,Good,21,Good
-7.333333,-35.333333,21,Good,0,Good,8,Good,1,Good,21,Good
-23.466667,-51.416667,21,Good,0,Good,8,Good,1,Good,21,Good
-20.616667,-48.75,21,Good,0,Good,8,Good,1,Good,21,Good
-7.416666999999999,-35.1,21,Good,0,Good,8,Good,1,Good,21,Good
-21.016667,-40.833333,44,Good,1,Good,16,Good,1,Good,44,Good
-7.683333,-39.366667,44,Good,1,Good,16,Good,1,Good,44,Good
,,65,Moderate,1,Good,12,Good,0,Good,65,Moderate
14.916667000000002,-91.366667,66,Moderate,2,Good,7,Good,6,Good,66,Moderate
34.7447222,-86.2516667,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
34.4997222,-90.8652778,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
38.4852778,-122.8508333,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
29.613055600000003,-82.81777779999999,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
34.8719444,-85.50916670000001,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
38.6055556,-89.6819444,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
40.45,-85.2388889,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
41.0616667,-91.6372222,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
38.8869444,-97.6488889,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
36.7238889,-87.2627778,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
31.95,-93.7191667,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
44.4388889,-68.3705556,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
39.5788889,-76.8080556,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
42.1394444,-83.17833329999999,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
32.1691667,-89.6108333,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
40.0788889,-93.6163889,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
40.1755556,-101.0125,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
40.2169444,-74.7433333,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
35.0669444,-77.3530556,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
48.070555600000006,-103.8363889,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
39.4808333,-84.45777779999999,53,Moderate,1,Good,28,Good,10,Good,53,Moderate
